uuid,question,options,answer,answer_letter,discipline,field,subfield,difficulty,is_calculation
b641fabd3ce748738054a15a14e7f096,"It was raining hard one evening as a cab driver was looking for one last passenger. A passenger flagged him down and directed him to take her home. The cab driver recognized the passenger as a former girlfriend, and the passenger invited him into her house when they arrived. Unknown to the cab driver, the passenger was an undercover police officer who worked in the sex crimes unit. When they were inside the passenger's house, the cab driver made sexual advances toward the passenger, who responded by kissing him and holding his hand. The cab driver was about to kiss the passenger again, when she got up to answer the phone in the kitchen. If the cab driver is subsequently arrested and charged with the attempted rape of the passenger, he should be found","['not guilty, if he did not use force or threats.', 'not guilty, if he was predisposed to commit thecrime.', 'guilty, if his advances were unwelcome.', 'not guilty, solely because he was entrapped.', 'not guilty, if he can prove his intentions were not malicious.', 'not guilty, if he raises the proper alibi defense.', 'guilty, if he continued his advances after she got up.', not guilty., 'guilty, based on the passenger\'s account.', 'guilty, if the passenger felt threatened.']",not guilty.,H,Law,Law,Criminal Law,middle,false
40de27f49c494b0e9118758690000714,"A defendant was suspected of having burglarized his neighbor's apartment. The neighbor reported that his apartment had been ransacked and several items of clothing had been stolen. During the course of their investigation, two police detectives went to the defendant's place of work to interview him. After being advised of his Miranda rights, the defendant requested permission to call his attorney. Although his attorney was unavailable, the attorney's receptionist admonished him not to say anything. The defendant told the detectives he would have nothing further to say unless his attorney was present. The detectives then asked him if he would accompany them to the police station to answer some questions about an unrelated robbery. The defendant agreed. As they were driving to the police station, the defendant was asked where he had purchased the boots that he was wearing. He refused to answer. When they arrived at the police station, the detectives requested that he sign a waiver of his right to counsel. The defendant replied that he would not sign anything in the absence of his attorney. He was then placed in an interrogation room. Shortly thereafter, the defendant was told he could leave if he would be willing to say where he had purchased his boots. The defendant admitted that he had bought the boots and some shirts from a friend. From this information, the detectives obtained a search warrant and went to the defendant's home where they found the stolen clothing. The defendant is charged with burglarizing the apartment. At trial, the court should","['admit the confession because the defendant was not under arrest when he made it, and the clothing because it was obtained pursuant to a valid search warrant.', 'suppress the confession because it was obtained in violation of his Sixth Amendment right to counsel, but admit the clothing because it was obtained pursuant to a valid search warrant.', 'admit the confession because the defendant voluntarily accompanied the detectives, but suppress the clothing because the search warrant was based on the confession.', 'admit the confession because it was voluntary, and the clothing because it was obtained pursuant to a valid search warrant.', 'suppress the confession because it was obtained in violation of his Fifth Amendment right to counsel, and the clothing because the search warrant was secured as a result of the confession.', 'suppress the confession because the detectives continued questioning after the defendant invoked his right to counsel, but admit the clothing because it was obtained pursuant to a valid search warrant.', 'suppress the confession because the defendant\'s attorney was not present, and the clothing because it was obtained pursuant to a valid search warrant.', 'suppress the confession because the defendant failed to sign the waiver, but admit the clothing because it was obtained pursuant to a valid search warrant.', 'suppress both the confession and the clothing because the defendant\'s right to counsel was violated.', 'admit the confession because the question about the boots was about an unrelated robbery, but suppress the clothing because the search warrant was based on the confession.']","suppress the confession because it was obtained in violation of his Fifth Amendment right to counsel, and the clothing because the search warrant was secured as a result of the confession.",E,Law,Law,Criminal Law,hard,false
a2f2120469cf4c44839fc8858e7c8a57,"A commissioner of a sports league was charged with embezzling funds by increasing the amount of his allocated travel expenses without the approval of a majority of the team owners. In accordance with the bylaws of the league's charter, the commissioner was required to obtain the approval of at least half the owners before raising his expense allocation. At trial, the commissioner seeks to testify that his predecessor told him that he had authority under the league's charter to raise his expense allocation. The commissioner's testimony is","['admissible, as it gives insight into the league\'s charter interpretation.', 'inadmissible, because the league\'s charter is the best evidence.', 'inadmissible, as it is not relevant to the case.', 'inadmissible, because it is second-hand information.', admissible as evidence of the routine practice of an organization., 'inadmissible, because the predecessor\'s statement cannot be verified.', inadmissible as hearsay not within any recognized exception., 'admissible, to show that the commissioner lacked criminal intent.', 'admissible, to show the precedent set by the predecessor.', 'admissible, as it can prove the commissioner\'s innocence.']","admissible, to show that the commissioner lacked criminal intent.",H,Law,Law,Criminal Law,middle,false
88e6af61ea924f4aa8be87e57e1200ef,"One evening, a defendant was at a party and offered to sell an ounce of marijuana to a partygoer. The partygoer agreed to purchase the marijuana and gave the defendant $200. In return, the defendant handed the partygoer a bag containing what appeared to be marijuana. At the time of the transaction, the defendant knew that the bag did not contain marijuana but, instead, was oregano. The defendant is guilty for which, if any, of the following crimes?","['Solicitation, attempted sale of narcotics, and false pretenses.', 'Solicitation, theft by deception, and false pretenses.', Theft by deception., 'No crimes, as no actual narcotics were involved.', Solicitation and false pretenses., Attempted sale of narcotics., Attempted fraud., Attempted sale of narcotics and false pretenses., Solicitation and attempted sale of narcotics., False pretenses.]",False pretenses.,J,Law,Law,Criminal Law,middle,false
f30bfc1d9e224544a9a03996a1d91be1,"A man entered a half-opened window to a neighbor's trailer and waited in the dark bedroom inside. After a while, he got in bed and had sexual relations with the woman while she slept. At trial, he claimed that he believed that the woman had consented because he had dated her many times and had consensual sexual relations with her many times in the past. He hadn't seen her in about one week but assumed her consent. He denied specific intent to rape and claimed a desire to surprise her with a ""romantic"" variation of their usual activities. The woman admitted to prior consensual relations but denied consent on this occasion. Has he stated a viable defense to rape?","['Yes, because he had no intent to harm or force her into anything she didn\'t want.', 'Yes, because he entered through an unlocked window which could be seen as an invitation.', 'Yes, his belief that she consented was reasonable based on prior experience.', 'Yes, because they had a history of consensual relations and this could be seen as a continuation of that.', 'No, because he did not receive explicit consent for this specific encounter.', 'No, his belief that she consented in advance was unreasonable and impermissible.', 'No, because consent cannot be assumed from past experiences.', 'Yes, rape is a specific intent crime and there\'s no evidence that he intended a criminal result.', 'No, rape of an unconscious woman is a strict liability crime that does not permit a defense.', 'No, because the woman was asleep and unable to give consent.']","No, his belief that she consented in advance was unreasonable and impermissible.",F,Law,Law,Criminal Law,hard,false
41f4e295e1de46f6a2f7b6a1df50be04,"A husband and wife owned and operated a grocery store. The grocery store was situated in the first floor of the building in which the husband and wife occupied a second-floor apartment. Late one evening, the defendant was walking past the grocery store when he decided to steal the money he heard had been stashed in a cigar box inside the store. The defendant furtively walked to the rear of the building. He then proceeded to open the gate to the fenced-in back yard. Once inside the back yard, the defendant attempted to pry open the back window of the grocery store. Awakened by the barking of his watchdog, the husband went out onto his second- floor back porch and saw the defendant below. The husband yelled at the defendant. Startled, the defendant turned to run when he noticed a large package lying outside the rear door to the store. The defendant picked up the package, which contained baked bread that had been delivered earlier in the evening, and the defendant then ran off. Which of the following crimes will the defendant most likely be convicted of?","[Larceny and attempted burglary., Trespassing and larceny., 'Trespassing, larceny and attempted burglary.', Attempted larceny., Trespassing and attempted burglary., Larceny and burglary., Larceny., Burglary and theft., Attempted burglary and theft., Burglary.]",Larceny and attempted burglary.,A,Law,Law,Criminal Law,hard,false
a849ae84469b4c6098dc2bda102d2ee7,"A law in one state forbids the transportation or sale of tomatoes in the state that have a more than 10% ""genetic engineering factor."" The U.S. Department of Agriculture does not use or mention genetic engineering factors in its standards for the sale and transportation of tomatoes. Tomato growers in a second state wish to ship tomatoes for sale into the first state but its tomatoes are in compliance only with the federal standards. The tomato growers' association in the second state brought an injunctive action in federal court against the agricultural department of the first state to enjoin enforcement of the genetic engineering rule on the basis of federal preemption. According to U.S. Supreme Court precedent, how will the courts decide the preemption claim?","['The injunction will be granted because the first state\'s law contradicts the intent of Congress in setting uniform national standards.', 'There is preemption because the first state\'s law is more stringent than federal law and therefore it cannot coexist.', 'The first state\'s law sets standards that interfere impermissibly with the second state\'s law and therefore the first state\'s law is preempted.', 'When it comes to fresh produce, federal laws will always preempt state laws, and the injunction will be granted for that reason.', Preemption does not apply here because agricultural regulations are generally left to the states., The injunction will be granted because the federal law implicitly preempts any state law on the same subject matter., 'The injunction will be granted because the first state\'s law is violating the Commerce Clause by affecting interstate commerce.', 'The injunction will not be granted because the first state\'s law is a legitimate exercise of its police powers to protect public health.', The injunction will be granted because tomatoes that are in compliance with federal law never have to be approved also under a state law., 'There is no preemption because the first state\'s law does not contradict the federal law and both laws could be complied with simultaneously.']",There is no preemption because the first state's law does not contradict the federal law and both laws could be complied with simultaneously.,J,Law,Law,International Law,middle,false
de7e499d451b412bb41d09585bff9305,"A security guard relocated to a state which required all persons wishing to practice private security to have graduated from a security training program within the state. The security guard, having already graduated from a program in his former state, wishes to work again as a private security guard. He began to advertise his services but was informed by the state that he must cease and desist from working as a private security guard until he complied with state law and graduated from an in-state program. The security guard challenges the constitutionality of the licensing statute on grounds that it violates the due process clause of the Fourteenth Amendment. Which of the following statements is most accurate?","[The state has the burden of persuasion to prove that the security guard does not have sufficient skills and training to work as a private security guard in the state., 'The state has the burden of persuasion to show that the licensing statute does not infringe on the security guard\'s right to work.', The security guard has the burden of persuasion to show that the denial of a license to work in private security violates his rights of due process., The state has the burden of persuasion to show a compelling state interest in enacting such legislation., The state has the burden of persuasion to show that the licensing statute is essential for public safety and welfare., The state has the burden of persuasion to prove that the licensing statute is not a form of economic protectionism., The security guard has the burden of persuasion to show that the state law is discriminatory and violates his equal protection rights., The security guard has the burden of persuasion to show that the state does not have a compelling state interest in enacting such legislation., The security guard has the burden of persuasion to show that the state law is excessively punitive and constitutes cruel and unusual punishment., 'The state has the burden of persuasion to show that the denial of a license to work in private security does not violate the petitioner\'s rights of due process.']",The security guard has the burden of persuasion to show that the denial of a license to work in private security violates his rights of due process.,C,Law,Law,Constitutional and Administrative Law,easy,false
a79f3be094584382a1047287558242e1,"A man committed a series of heinous crimes, including a kidnapping, that took him across state lines and violated federal law. He was convicted and received a life sentence. The felon, however, was pardoned by the President of the United States, who was a childhood friend. A great hue and cry ensued, and the talking heads on television proclaimed that legislation was needed to prevent such injustice again. Would such legislation be constitutional?","['No. While what the president did wasn\'t a good idea, the Constitution expressly grants the President an unqualified power to pardon.', 'Yes, under Article II', 'No, because the Constitution does not allow for any limitations on the presidential pardon power.', 'No, because the president\'s power to pardon can only be limited by a constitutional amendment.', 'Yes, because Congress can put limits on the pardon power.', 'Yes, under the Fifth Amendment.', 'Yes, under Article I.', 'Yes, because the Supreme Court can overrule a presidential pardon.', 'No, because the Constitution gives the president the absolute power to grant pardons for federal offenses.', 'Yes, because the president\'s power to pardon is not unlimited according to the Supreme Court.']","No. While what the president did wasn't a good idea, the Constitution expressly grants the President an unqualified power to pardon.",A,Law,Law,Constitutional and Administrative Law,middle,false
ac72269e04f1492287ba10bcc5f42cae,"A state has enacted a statute imposing a tax on the extraction of all platinum in the state. The extraction of other minerals is not taxed by the state. This is true even though there is considerable mining of silver, turquoise, sulfur, and stone within the state. As a result, the largest platinum mining company in the state has filed suit challenging the constitutionality of the state's platinum tax statute. Which of the following best states the burden of persuasion if the mining company attacks the statute as violating the equal protection of the laws?","[The state must convince the court that the classification in the statute is rationally related to the advancement of a legitimate state interest., The mining company must convince the court that the classification in this statute is not rationally related to the advancement of a legitimate state interest., The state must convince the court that the classification in the statute is necessary to advance a compelling state interest., The state must convince the court that the classification in the statute is not necessary to advance a legitimate state interest., The mining company must convince the court that the classification in this statute is the most restrictive means by which to advance a legitimate state interest., The mining company must convince the court that the classification in this statute is not necessary to advance a compelling state interest., The mining company must convince the court that the tax is not necessary to advance a legitimate state interest., The state must convince the court that the tax is rationally related to the advancement of a compelling state interest., The mining company must convince the court that the classification in this statute is the least restrictive means by which to advance a compelling state interest., The state must convince the court that the classification in this statute is the least restrictive means by which to advance a compelling state interest.]",The mining company must convince the court that the classification in this statute is not rationally related to the advancement of a legitimate state interest.,B,Law,Law,Constitutional and Administrative Law,middle,false
647951946c4f4aa0a11e0fee964530d9,"An inventor developed a prototype of an automobile. engine that she believed was going to revolutionize the automotive industry because of the engine's fuel-efficient properties. As a wedding present to the inventor's brother, the inventor wrote on a wedding card she gave to her brother:""I hereby assign to you 20 percent of the net profits realized from the production and distribution of my automobile engine within the first year of production. ""The inventor then borrowed money from creditors and began to promote her automobile engine. She was contacted by a major automobile manufacturer about the possibility of using the engine in a new line of cars the manufacturer intended to release during the next calendar year. While on her way to meet with the representatives of the manufacturer, the inventor was killed in an automobile collision. The manufacturer then contracted with the executor of the inventor's estate to license the use of the automobile engine design for a 10-year period for $500,000, payable to the estate. The creditors from whom the inventor borrowed the money to promote her automobile engine have now attached the proceeds from the licensing agreement, which have so far been paid into the estate. The brother also asserts his assigned rights to a share of the proceeds. In subsequent actions by the creditors and the brother, the court will most probably hold in favor of","['the creditors, because the rights of creditors/lienors are superior to those of a donee beneficiary.', 'the creditors, because the agreement with the manufacturer was made after the assignment to the brother.', 'the creditors, because the inventor\'s assignment to the brother was not legally binding.', 'the brother, because the rights of an assignee are superior to a lien against the assignor subsequently obtained by legallequitable proceedings.', 'the brother, because any proceeds of the assigned right received by the assignor thereafter are held in constructive trust for the assignee.', 'the brother, because the inventor\'s assignment to him was made prior to the agreement with the manufacturer.', 'the brother, because the inventor\'s assignment was recorded in a written document.', 'the creditors, because the inventor\'s assignment to the brother was unenforceable as a defective assignment.', 'the creditors, because they provided financial support to the inventor\'s project.', 'the brother, because the assignment was given as a gift and thus cannot be contested by the creditors.']","the creditors, because the inventor's assignment to the brother was unenforceable as a defective assignment.",H,Law,Law,Civil and Commercial Law,hard,false
10aa8851d2224373916e2bf1f32def31,"A homeowner said to a roofer, ""My roof leaks. I think the old tiles are cracked. If you will replace them with all new tiles, I will pay you $5,000. "" The roofer replied, ""Sure, if I can clear my busy schedule. "" The homeowner then remarked, ""That's all right, but let me know soon. "" Three days later, the roofer drove his pickup truck to the homeowner's home and unloaded the materials and equipment needed to perform the roofing job. When the homeowner looked out his window and saw what was transpiring, he immediately ran outside and exclaimed, ""Stop! The deal's off. I decided to repair the roof myself. ""In an action by the roofer against the homeowner for breach of contract, which of the following would provide the roofer with his best theory of recovery?","['A unilateral contract was formed when the roofer said, ""Sure, if I can clear my busy schedule.""', The roofer can recover because the homeowner breached the contract by deciding to repair the roof himself., 'A bilateral contract was formed when the roofer said, ""Sure, if I can clear my busy schedule. ""', 'A bilateral contract was formed when the homeowner said, ""That\'s all right, but let me know soon.""', 'The homeowner made an offer that proposed a bilateral contract, and the roofer accepted the offer by purchasing the materials and equipment needed for the job.', 'The homeowner made an offer that proposed a bilateral contract, and the offer became irrevocable when the roofer unloaded the materials and equipment at the homeowner\'s house.', 'The homeowner made an offer that proposed a unilateral contract, and the roofer manifested an intent to reject the offer when he began performance by unloading the materials and equipment at the homeowner\'s house.', 'The homeowner made an offer that proposed a unilateral contract, and the roofer manifested an intent to accept the offer when he began performance by unloading the materials and equipment at the homeowner\'s house.', 'The homeowner made an offer that proposed a unilateral contract, and the offer became irrevocable when the roofer purchased the materials and equipment needed for the job.', A bilateral contract was formed when the roofer purchased the materials and equipment needed to do the job.]","The homeowner made an offer that proposed a unilateral contract, and the roofer manifested an intent to accept the offer when he began performance by unloading the materials and equipment at the homeowner's house.",H,Law,Law,Civil and Commercial Law,middle,false
0a507f248caa4d5dac5a0475a7939564,"A buyer purchased a new van from a car dealer. Two weeks later, the buyer was driving to work when the brakes suddenly failed. The buyer tried to stop the van for a red light, but the brakes failed to operate. As a consequence, the buyer drove through the red light and collided with a car driven by a woman. Subsequently, the woman asserted a claim against the buyer to recover for the injuries she suffered in the accident. At trial, the only evidence offered by the plaintiff concerning the cause of the accident was the testimony of an engineering expert. He testified that a manufacturing defect had caused the brakes to suddenly fail. Based on the facts stated above, a motion by the buyer to dismiss at the end of the woman's case should be","['granted, because the woman did not present evidence that the accident was directly caused by the brake failure.', 'granted, because the woman presented no evidence that the buyer was negligent.', 'denied, because the buyer should have noticed the defect within two weeks of purchasing the van.', 'granted, because the buyer was not responsible for the manufacturing defect.', 'granted, because the woman was neither the user nor the consumer of the defective product.', 'denied, because the buyer should have performed a thorough check of the van after purchase.', 'granted, because the woman failed to prove the buyer had knowledge of the defect.', 'denied, because the buyer had a non-delegable duty to maintain the brakes in a safe condition.', 'denied, because the buyer did not return the van upon noticing the brake issue.', 'denied, because the buyer is strictly liable for injuries caused by a manufacturing defect in an auto that he had purchased.']","granted, because the woman presented no evidence that the buyer was negligent.",B,Law,Law,Civil and Commercial Law,middle,false
3715968ef3b640a3b6f801f2caf3d802,"A man owned a piece of land with a run-down log cabin on it. He lost interest in it, letting tax bills pile up and failing to maintain it. In 1990, a homeless couple occupied the crumbling cabin. They restored it, fenced the perimeter, and maintained the grounds. They started paying the taxes, despite knowing there was an absentee owner. In 2000, the owner appeared and demanded that they pay rent. They agreed but stopped the payments two years later after consulting an attorney. The required statutory period in the state is 20 years. In 2011 the owner filed an ejectment action, asserting his ownership rights. Leaving aside any other theories or equities, can the couple prevail on a theory of adverse possession?","['Yes, because they had exclusive possession of the property.', 'Yes, because they owned the property due to paying the taxes on it.', 'No, because they knew there was an absentee owner.', 'Yes, because they maintained the grounds of the property.', 'Yes, because they were on the land for over 20 years.', 'No, because the hostile possession was interrupted for two years when they paid rent.', 'No, because they did not have a legal claim to the property.', 'No, because the statutory period had not been met when the owner filed for ejectment.', 'No, because they missed some of the tax payments during that 20-year period.', 'Yes, because they made improvements to the property.']","No, because the hostile possession was interrupted for two years when they paid rent.",F,Law,Law,Civil and Commercial Law,hard,false
21de59b599d748d89be2ac6620970eaf,"A buyer filed a lawsuit against a seller based on a written contract allegedly executed at the time of the sale of the seller's hot dog stand to the buyer. Under the terms of the contract, the seller agreed not to open a hot dog stand for a period of two years within a distance of two miles of the old hot dog stand, now owned by the buyer. The buyer alleged in his complaint that the seller violated the contract by opening a hot dog stand one-half mile from the old location. The original contract was lost prior to trial. At trial, the buyer wants to introduce a duplicate carbon copy of the written contract. The seller objects as to the authenticity of the original written contract. The copy is","['admissible, if the court can confirm the fairness of the contract.', 'inadmissible, unless the seller admits to the authenticity of the duplicate.', 'inadmissible, because the duplicate might be a forgery.', 'admissible, only if the buyer can provide witnesses to confirm the authenticity of the duplicate.', 'admissible, because the original contract was lost.', 'admissible, because the duplicate is a carbon copy.', 'inadmissible, because the seller contests the authenticity of the written contract.', 'inadmissible, because the seller did not sign or acknowledge the duplicate.', 'admissible, because the duplicate has the same legal value as the original contract.', 'inadmissible, because the best evidence rule requires that the original contract always be used as evidence.']","inadmissible, because the seller contests the authenticity of the written contract.",G,Law,Law,Civil and Commercial Law,middle,false
4da505db11be46bca1bf4d36eaf046ec,"Bill, a single man, owned pasture land in Deerwoods, Florida, which he leased to a tenant. He also owned a condominium in Miami, which he held for investment. In his will, he devised the pasture land to his son Tommy and the condominium to his daughter Julie. All other assets would pass equally to Tommy and Julie. Bill met Kathy and married her after she executed a valid prenuptial agreement relinquishing all rights she might otherwise enjoy by marrying Bill. On their Miami honeymoon they drove by the condominium and Kathy declared she'd love to live there. Bill was so happy with Kathy that after the honeymoon he signed and delivered to Kathy a deed conveying the condominium to himself and Kathy as an estate by the entirety and made plans to live in the condominium as soon as the tenant vacated. Bill died the next day. How are the foregoing assets distributed?","['Kathy gets the condominium due to the deed, Tommy gets the pasture land, and the rest of the estate is split evenly between Tommy, Julie, and Kathy.', 'Tommy gets the pasture land, Kathy gets the condominium due to her husband\'s last wish, and the remaining estate is split between Tommy, Julie, and Kathy.', 'Due to Kathy\'s prenuptial agreement, Tommy receives the pasture land, Julie gets the condominium and Tommy and Julie split the rest of the estate.', 'Kathy, as the surviving spouse, gets the entire estate regardless of the prenuptial agreement.', 'Julie receives the condominium due to her father\'s original will, Tommy gets the pasture land, and the rest of the estate is split between Tommy and Julie.', 'Regardless of the prenuptial agreement, Kathy is a pretermitted spouse. Since Bill leaves surviving lineal descendants who are not Kathy\'s, Kathy receives 50% of the estate, Tommy gets the pasture land, and Tommy and Julie split the residue of the estate.', 'Kathy gets the condominium regardless of the prenuptial agreement, Tommy takes the pasture land and Tommy and Julie split the rest of the estate.', 'Tommy and Julie split all assets equally, as the prenuptial agreement nullifies any changes made after the marriage.', 'Kathy gets the condominium, but because Bill had originally indicated his intent to devise equally to his children, Tommy and Julie will split the remaining estate.', 'Tommy receives the pasture land, Julie gets the condominium, and the rest of the estate is split between Tommy and Julie, as Kathy signed a prenuptial agreement.']","Kathy gets the condominium regardless of the prenuptial agreement, Tommy takes the pasture land and Tommy and Julie split the rest of the estate.",G,Law,Law,Civil and Commercial Law,hard,false
ea6b651b199c4d03aa04c4c4eb96faa0,"On September 1, a buyer contracted to purchase10,000 widgets from a seller for $1 per widget, delivery to be made no later than September 30. On September 15, a worldwide shortage of widgets caused a steep increase in the market price for widgets, so the seller decided not to deliver the widgets to the buyer. The seller sent a letter to the buyer, stating that the widgets would not be delivered. The buyer received the seller's letter on September 20. On October 15, the buyer filed suit against the seller for breach of contract. In determining the damages to which the buyer is entitled, which of the following would be taken as the market price of widgets?","[The market price on September 15., The market price on the date the contract was signed., The market price on September 20., The market price on September 1., The average market price between September 1 and September 30., The highest market price recorded between September 1 and October 15., The market price on the date the widgets were supposed to be delivered., The market price on September 30., The market price on October 15., The market price on the date of filing the lawsuit.]",The market price on September 20.,C,Law,Law,Civil and Commercial Law,middle,false
b164b5e1e204442888d13eed4c62b6dd,"A student lent his classmate his car to attend a concert at a theater. Before going to the theater, the classmate drove to a dealer's home to buy some marijuana. The dealer lived approximately two miles from the theater. After picking up the marijuana, the classmate then drove to the concert. As he was driving to the concert, the classmate smoked two marijuana cigarettes so that he could be ""high"" for the show. While the car was parked outside the theater, through no fault of the classmate, it was struck by another car and damaged. Repairs will cost $750. The driver of the vehicle that struck the student's car fled the scene and cannot be identified. If the student asserts a claim against the classmate for the damage to the student's car, the plaintiff will recover","[the cost of repairing the car because the classmate was driving under the influence of marijuana., 'nothing, because the classmate was not negligent in causing the car\'s damage.', 'the cost of repairing the car because the car was damaged while under the classmate\'s dominion and control.', 'nothing, because the car was damaged due to an incident that the classmate could not control.', the cost of repairing the car because the classmate used the car for a purpose other than attending the concert., 'the value of the car before it was damaged because the car was damaged while under the classmate\'s dominion and control.', the value of the car before it was damaged because the classmate used the car for a purpose other than that for which it was lent., the value of the car before it was damaged because the classmate was using illegal substances while driving the car., the cost of repairing the car because the classmate used the car for an illegal purpose., 'nothing, because the damage was caused by a third party not in control of the car.']","nothing, because the classmate was not negligent in causing the car's damage.",B,Law,Law,Civil and Commercial Law,middle,false
8f8cb376eb754a66bbfc4bb8fb83442a,"A woman was the owner of a farm in fee simple. Thewoman left the farm in 1986 to move to the city. Aman took possession of the land in 1987 as an adversepossessor and remained on the land from 1987 to 1997;he then left the property to care for his sick mother forone year, returning the following year, 1999. The man's nephew agreed to live on the farm and take care of it during his uncle's absence. When the man returned from his mother's home in 1999, he continued in possession until 2010 when the womanbrought an ejectment action. Assume that the statutory period for adverse possession in this state is 20 years. The court would most likely hold that","['the man was not entitled to possession, as he left the property for a year.', 'the man\'s nephew was entitled to possession, as he was the one who took care of the farm during the man\'s absence.', 'the man was entitled to possession, because he had lived on the farm for over 20 years.', 'the woman was entitled to possession, because the man\'s absence for a year interrupted the continuity of his possession.', the woman was the rightful owner and thus entitled to possess the farm., 'the man was entitled to possession, because the woman had abandoned the farm.', 'the woman was entitled to possession, because the man had not paid any property taxes.', 'the man was entitled to possession, because of the privity between the man and his nephew, which aided him in fulfilling the required statutory period.', 'the woman was entitled to possession, because the man\'s intermittent possession was insufficient to make him an adverse possessor.', 'the man was entitled to possession, because his possession was open, notorious, continuous, and hostile as required for the statutory period.']","the man was entitled to possession, because of the privity between the man and his nephew, which aided him in fulfilling the required statutory period.",H,Law,Law,Civil and Commercial Law,hard,false
cdeeb1136cca4b3482f97e158ac30d61,"A supermarket signed a contract with a bakery to provide the supermarket with 100 loaves of whole wheat bread per week for 12 consecutive weeks. The loaves were to be delivered on the first day of each week, with payment to be made within four days of delivery. For the first four weeks, the bakery delivered loaves to the supermarket and the supermarket made the appropriate payments. When the fifth delivery arrived, the supermarket discovered that the shipment contained 80 whole wheat loaves and 20 sourdough loaves. The manager of the supermarket immediately called the bakery to complain about the shipment. The operator of the bakery apologized and offered to send 20 loaves of whole wheat bread within 24 hours. What is the probable legal effect of the operator's conversation with the manager with regard to the fifth shipment?","[The supermarket would have the right to cancel the contract and seek damages., The supermarket would have the right to sue the bakery for breach of contract., The supermarket would have no legal recourse and would have to accept the sourdough loaves., 'The supermarket would have a right to ""cover"" by purchasing substitute loaves of bread.', The supermarket would have the right to reject the fifth shipment and cancel their contract., 'The supermarket would not be entitled to reject the operator\'s offer to ""cure. ""', 'The supermarket would have the right to reject the fifth shipment, but would be held liable for the remaining deliveries.', The supermarket would have the right to demand immediate delivery of the 20 whole wheat loaves., The supermarket would have the right to demand a refund for the sourdough loaves., The supermarket would have the right to accept the sourdough loaves at a reduced price.]","The supermarket would not be entitled to reject the operator's offer to ""cure. """,F,Law,Law,Civil and Commercial Law,middle,false
aae07027afa444099e23f2400e592acb,"From which date, month, and year to which date, month, and year did the Indian lawyer L. N. Sinha serve as Solicitor General of India?","[17 July 1972 - 5 April 1976, 17 July 1972 - 5 April 1978, 17 July 1972 - 5 April 1973, 17 July 1972 - 5 April 1979, 17 July 1972 - 5 April 1970, 17 July 1972 - 5 April 1972, 17 July 1972 - 5 April 1971, 17 July 1972 - 5 April 1977, 17 July 1972 - 5 April 1974, 17 July 1972 - 5 April 1975]",17 July 1972 - 5 April 1977,H,Law,Law,International Law,easy,false
fb151a821d0843329a89ba6774cd8b23,In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,"[1986, 1988, 1989, 1981, 1984, 1987, 1983, 1980, 1982, 1985]",1985,J,Law,Law,Procedural Law,easy,false
e31181450849431a8f151fc551829fe5,What were the year and month when the Contract Law of the People's Republic of China was abolished?,"[January 2020, January 2021, January 2023, February 2021, March 2021, June 2021, January 2022, April 2021, December 2020, May 2021]",January 2021,B,Law,Law,Contract Law,easy,false
2c110a88da724f8ba6667de0e1faaa58,"On what day, month, and year was the case of Nidal Khalid Nasrallah v. William P. Barr decided in the Supreme Court of the United States?","['June 15, 2021', 'June 1, 2018', 'June 15, 2019', 'June 1, 2016', 'June 15, 2018', 'June 15, 2020', 'June 1, 2020', 'June 1, 2017', 'June 15, 2017', 'June 1, 2019']","June 1, 2020",G,Law,Law,Procedural Law,easy,false
b3e21d3a23ff4171a8c1ed7f4ebcc454,"According to the laws of the Republic of China, on what year's Ministry of the Interior letter is the determination of haunted houses based?","[2009, 2003, 2010, 2005, 2004, 2006, 2011, 2012, 2007, 2008]",2008,J,Law,Law,Civil and Commercial Law,easy,false
92cab740cf314512b2024ef2d359a096,"According to the lawsuit filed by the Indian news channel WION (World is One News) against their former anchor Palki Sharma Upadhyay, until which month and year did they demand she continue working for WION?","[Mar 2023, May 2023, Oct 2022, Aug 2022, Feb 2023, Apr 2023, Nov 2022, Sep 2022, Dec 2022, Jan 2023]",Dec 2022,I,Law,Law,Procedural Law,easy,false
010358510bb2410c88bd99810b33c821,What is the maximum sentence in years for filming a movie or recording sound inside a cinema according to Japanese law?,"[12 years, 9 years, 13 years, 6 years, 8 years, 7 years, 15 years, 14 years, 11 years, 10 years]",10 years,J,Law,Law,Criminal Law,easy,false
400920db519b47608d0c26cb9656929f,In which year did Cha Liangjian start serving as the Minister of Judicial Administration of the Republic of China?,"[1968, 1961, 1964, 1966, 1963, 1967, 1970, 1965, 1969, 1962]",1967,F,Law,Law,Law and Social Governance,easy,false
08738a282fc2463d879c0f33d47f268e,In which year was the 'Tokyo Metropolitan Adachi Ward Ordinance for Regulating Anti-Social Groups' passed and implemented by the Adachi Ward Assembly?,"[2011, 2014, 2013, 2010, 2009, 2007, 2015, 2006, 2008, 2012]",2010,D,Law,Law,Law and Social Governance,easy,false
826e1e65e459479680c82b12d2ab0eef,In which year was the Transitional Justice Promotion Commission dissolved?,"[2022, 2029, 2025, 2021, 2023, 2027, 2028, 2020, 2024, 2026]",2022,A,Law,Political Science,Political Science,easy,false
